episode_name,dialogue,person_scene
Series 01 Episode 01 – Pilot Episode," Really, thank you so much for going and trying you’re, uh, you’re so terrific. Why don’t you put some clothes on, I’ll get my purse and dinner is on me, okay?",Penny
Series 01 Episode 01 – Pilot Episode, Really? Great.,Leonard
Series 01 Episode 01 – Pilot Episode," Thank you. You’re not done with her, are you?",Sheldon
Series 01 Episode 01 – Pilot Episode, Our babies will be smart and beautiful.,Leonard
Series 01 Episode 01 – Pilot Episode, Not to mention imaginary.,Sheldon
Series 01 Episode 01 – Pilot Episode, All five in Leonard’s car.,Scene
Series 01 Episode 01 – Pilot Episode, Is Thai food okay with you Penny?,Leonard
Series 01 Episode 01 – Pilot Episode, Sure.,Penny
Series 01 Episode 01 – Pilot Episode," We can’t have Thai food, we had Indian for lunch.",Sheldon
Series 01 Episode 01 – Pilot Episode, So?,Penny
Series 01 Episode 01 – Pilot Episode, They’re both curry based cuisines.,Sheldon
Series 01 Episode 01 – Pilot Episode, So?,Penny
Series 01 Episode 01 – Pilot Episode, They would be gastronomically redundant. I can see we’re going to have to spell out everything for this girl.,Sheldon
Series 01 Episode 01 – Pilot Episode, Any ideas Raj? (He just looks at her with a worried expression.),Penny
Series 01 Episode 01 – Pilot Episode, Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke.,Howard
Series 01 Episode 01 – Pilot Episode, That sounds like fun.,Penny
Series 01 Episode 01 – Pilot Episode," Baby, baby don’t get hooked on me. Uh, baby, baby don’t get hooked on me.",(sings)
Series 01 Episode 01 – Pilot Episode," I don’t know what your odds are in the world as a whole, but as far as the population of this car goes, you’re a veritable Mack Daddy.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Scene
Series 01 Episode 02 – The Big Bran Hypothesis," There you go, Pad Thai, no peanuts.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, But does it have peanut oil?,Howard
Series 01 Episode 02 – The Big Bran Hypothesis," Uh, I’m not sure, everyone keep an eye on Howard in case he starts to swell up.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Since it’s not bee season, you can have my epinephrine.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, Are there any chopsticks?,Raj
Series 01 Episode 02 – The Big Bran Hypothesis," You don’t need chopsticks, this is Thai food.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, Here we go.,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Thailand has had the fork since the latter half of the nineteenth century. Interestingly they don’t actually put the fork in their mouth, they use it to put the food on a spoon which then goes into their mouth.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Ask him for a napkin, I dare you. (There is a knock on the door.) I’ll get it.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, Do I look puffy? I feel puffy.,Howard
Series 01 Episode 02 – The Big Bran Hypothesis, Hey Leonard.,Penny
Series 01 Episode 02 – The Big Bran Hypothesis," Oh, hi Penny.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, Am I interrupting.,Penny
Series 01 Episode 02 – The Big Bran Hypothesis, No.,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," You’re not swelling, Howard.",(off)
Series 01 Episode 02 – The Big Bran Hypothesis," No, no, look at my fingers, they’re like Vienna sausages.",(off)
Series 01 Episode 02 – The Big Bran Hypothesis, Sounds like you have company.,Penny
Series 01 Episode 02 – The Big Bran Hypothesis," They’re not going anywhere. (Closes door, staying in hallway.) So, you’re coming home from work. That’s great. How was work.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Well, you know, it’s the Cheesecake Factory. People order cheesecake, and I bring it to them.",Penny
Series 01 Episode 02 – The Big Bran Hypothesis," So, you sort of act as a carbohydrate delivery system.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, call it whatever you want, I get minimum wage. Yeah, anyways, I was wondering if you could help me out with something, I was….",Penny
Series 01 Episode 02 – The Big Bran Hypothesis, Yes.,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Oh. Okay, great, I’m having some furniture delivered tomorrow, and I may not be here, so…. (apartment door opens, Sheldon, Raj and Howard appear) Oh! Hel…hello!",Penny
Series 01 Episode 02 – The Big Bran Hypothesis, (speaks a phrase in Russian).,Howard
Series 01 Episode 02 – The Big Bran Hypothesis, I’m sorry?,Penny
Series 01 Episode 02 – The Big Bran Hypothesis, Haven’t you ever been told how beautiful you are in flawless Russian?,Howard
Series 01 Episode 02 – The Big Bran Hypothesis," No, I haven’t.",Penny
Series 01 Episode 02 – The Big Bran Hypothesis, Get used to it.,Howard
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, I probably won’t, but… Hey Sheldon.",Penny
Series 01 Episode 02 – The Big Bran Hypothesis, Hi.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Hey Raj! (Raj looks uncomfortable) Still not talking to me, huh?",Penny
Series 01 Episode 02 – The Big Bran Hypothesis," Don’t take it personally, it’s his pathology, he can’t talk to women.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," He can’t talk to attractive women, or in your case a cheesecake–scented Goddess!",Howard
Series 01 Episode 02 – The Big Bran Hypothesis," So, there’s gonna be some furniture delivered?",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, yeah, if it gets here and I’m not here tomorrow could you just sign for it and have them put it in my apartment.",Penny
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, no problem.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Great, here’s my spare key. Thank you.",Penny
Series 01 Episode 02 – The Big Bran Hypothesis," Penny, wait.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, Yeah?,Penny
Series 01 Episode 02 – The Big Bran Hypothesis," Um, if you don’t have any other plans, do you want to join us for Thai food and a Superman movie marathon?",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," A marathon? Wow, how many Superman movies are there?",Penny
Series 01 Episode 02 – The Big Bran Hypothesis," You’re kidding, right?",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, I do like the one where Lois Lane falls from the helicopter and Superman swooshes down and catches her, which one was that? ",Penny
Series 01 Episode 02 – The Big Bran Hypothesis, One. (Raj raises one finger). ,together
Series 01 Episode 02 – The Big Bran Hypothesis, You realise that scene was rife with scientific inaccuracy.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Yes, I know, men can’t fly.",Penny
Series 01 Episode 02 – The Big Bran Hypothesis," Oh no, let’s assume that they can. Lois Lane is falling, accelerating at an initial rate of 32 feet per second per second. Superman swoops down to save her by reaching out two arms of steel. Miss Lane, who is now travelling at approximately 120 miles per hour, hits them, and is immediately sliced into three equal pieces. ",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Unless, Superman matches her speed and decelerates. ",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," In what space, sir, in what space? She’s two feet above the ground. Frankly, if he really loved her, he’d let her hit the pavement. It would be a more merciful death.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Excuse me, your entire argument is predicated on the assumption that Superman’s flight is a feat of strength.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Are you listening to yourself, it is well established that Superman’s flight is a feat of strength, it is an extension of his ability to leap tall buildings, an ability he derives from Earth’s yellow Sun.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, and you don’t have a problem with that, how does he fly at night.",Howard
Series 01 Episode 02 – The Big Bran Hypothesis," Uh, a combination of the moon’s solar reflection and the energy storage capacity of Kryptonian skin cells.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, I’m just going to go wash up.,Penny
Series 01 Episode 02 – The Big Bran Hypothesis," I have 26 hundred comic books in there, I challenge you to find a single reference to Kryptonian skin cells.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, Challenge accepted. (Tries door.) We’re locked out.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Also, the pretty girl left.",Raj
Series 01 Episode 02 – The Big Bran Hypothesis, Ground floor hallway of the apartment building. Leonard is signing for the delivery.,Scene
Series 01 Episode 02 – The Big Bran Hypothesis," Okay, her apartment’s on the fourth floor but the elevator’s broken so you’re going to have to (delivery man leaves) oh, you’re just going to be done, okay, cool, thanks. I guess we’ll just bring it up ourselves.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, I hardly think so. ,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, Why not?,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Well, we don’t have a dolly, or lifting belts, or any measurable upper body strength.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," We don’t need strength, we’re physicists. We are the intellectual descendents of Archimedes. Give me a fulcrum and a lever and I can move the Earth, it’s just a matter… (starts to move package) I don’t have this… I don’t have this I don’t have this.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, Archimedes would be so proud.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, Do you have any ideas?,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Yes, but they all involve a green lantern and a power ring.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Easy, easy (package falls) Okay! Now we’ve got an inclined plane. The force required to lift is reduced by the sine of the angle of the stairs, call it thirty degrees, so about half. ",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, Exactly half.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Exactly half. Let’s push. Okay, see, it’s moving, this is easy, all in the math. ",(snarkily)
Series 01 Episode 02 – The Big Bran Hypothesis, What’s your formula for the corner.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," What? Oh, okay, uh, okay, yeah, no problem, just come up here and help me pull and turn.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Ah, gravity, thou art a heartless bitch.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, You do understand that our efforts here will in no way increase the odds of you having sexual congress with this woman?,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, Men do things for women without expecting sex.,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Yeah, those are men who just had sex.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," I’m doing this to be a good neighbour. In any case, there’s no way it could lower the odds.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Almost there, almost there, almost there. (Lets go of package, it starts to slip down)",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," No we’re not, no we’re not, no we’re not.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, Inside Penny’s apartment. They are laying the package down on the floor.,Scene
Series 01 Episode 02 – The Big Bran Hypothesis," Watch your fingers. Watch your fingers. Oh God, my fingers!",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, You okay?,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," No, it hurt… (looking around) Great Caesar’s Ghost, look at this place?",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis, So Penny’s a little messy.,Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," A little messy? The Mandelbrot set of complex numbers is a little messy, this is chaos. Excuse me, explain to me an organisational system where a tray of flatware on a couch is valid. I’m just inferring that this is a couch, because the evidence suggests the coffee table’s having a tiny garage sale. ",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Did it ever occur to you that not everyone has the compulsive need to sort, organise and label the entire world around them?",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis, No.,Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Well they don’t. Hard as it may be for you to believe, most people don’t sort their breakfast cereal numerically by fibre content.",Leonard
Series 01 Episode 02 – The Big Bran Hypothesis," Excuse me, but I think we’ve both found that helpful at times.",Sheldon
Series 01 Episode 02 – The Big Bran Hypothesis," Come on, we should go.",Leonard
